uniprot_id	ec_number	protein_name	organism	score
F0M8M4_PSEPM	EC:3.6.3.27	Phosphate ABC transporter ATP-binding protein, PhoT family (EC 3.6.3.27)	Pseudarthrobacter phenanthrenivorans (strain DSM 18606 / JCM 16027 / LMG 23796 / Sphe3) (Arthrobacter phenanthrenivorans)	250
A0A2U2XY19_PSEAI	EC:3.6.3.27	Phosphate-import ATP-binding protein PhnC (EC 3.6.3.27) (Phosphonate ABC transporter ATP-binding protein) (Phosphonates import ATP-binding protein PhnC 1)	Pseudomonas aeruginosa	650
A0A424WD75_ALCXX	EC:3.6.3.28	Phosphonate ABC transporter ATP-binding protein (EC 3.6.3.28)	Alcaligenes xylosoxydans xylosoxydans (Achromobacter xylosoxidans)	150
F4LJT7_TREBD	EC:3.6.3.28	Phosphonate-transporting ATPase (EC 3.6.3.28)	Treponema brennaborense (strain DSM 12168 / CIP 105900 / DD5/3)	250
F0Q7G1_PARA1	EC:3.6.3.29	Molybdate ABC transporter, ATPase subunit (EC 3.6.3.29)	Paracidovorax avenae (strain ATCC 19860 / DSM 7227 / CCUG 15838 / JCM 20985 / LMG 2117 / NCPPB 1011) (Acidovorax avenae)	150
B6BWJ6_9PROT	EC:3.6.3.29	Molybdenum ABC transporter, ATP-binding protein (EC 3.6.3.29)	beta proteobacterium KB13	150
C0QL13_DESAH	EC:3.6.3.29	ModC (EC 3.6.3.29)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
Q30VI3_OLEA2	EC:3.6.3.29	Molybdate-transporting ATPase (EC 3.6.3.29)	Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20) (Desulfovibrio alaskensis)	150
A7L4W8_HERSS	EC:3.6.3.29	ABC-type molybdate transport system, ATPase component protein (EC 3.6.3.29) (ModC1)	Herbaspirillum seropedicae (strain SmR1)	250
A0A1A8Y2B0_9RHOO	EC:3.6.3.29	Molybdate transporter subunit ATP-binding component of ABC superfamily (EC 3.6.3.29)	Candidatus Propionivibrio aalborgensis	150
A0A385Z4Y9_9PSED	EC:3.6.3.29	Molybdenum ABC transporter ATP-binding protein (EC 3.6.3.29)	Pseudomonas cavernae	650
A0A7X2IG05_9BURK	EC:3.6.3.3	Cadmium-translocating P-type ATPase (EC 3.6.3.3)	Herbaspirillum sp. CAH-3	250
F0Q9I1_PARA1	EC:3.6.3.30	Fe(3+)-transporting ATPase (EC 3.6.3.30)	Paracidovorax avenae (strain ATCC 19860 / DSM 7227 / CCUG 15838 / JCM 20985 / LMG 2117 / NCPPB 1011) (Acidovorax avenae)	150
G4CZ02_9ACTN	EC:3.6.3.30	Oligopeptide/nickel ABC superfamily ATP binding cassette transporter, ABC protein (EC 3.6.3.30)	Cutibacterium avidum ATCC 25577	250
Q316T3_OLEA2	EC:3.6.3.30	Fe(3+)-transporting ATPase (EC 3.6.3.30)	Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20) (Desulfovibrio alaskensis)	150
D8J0U8_HERSS	EC:3.6.3.30	TonB-dependent siderophore receptor protein (EC 3.6.3.30, EC 3.6.3.34)	Herbaspirillum seropedicae (strain SmR1)	250
F0MBF5_PSEPM	EC:3.6.3.30	ABC-type spermidine/putrescine transport system, ATPase component (EC 3.6.3.30)	Pseudarthrobacter phenanthrenivorans (strain DSM 18606 / JCM 16027 / LMG 23796 / Sphe3) (Arthrobacter phenanthrenivorans)	250
A0A5E7K079_PSEFL	EC:3.6.3.30	Fe(3+) ions import ATP-binding protein FbpC (EC 3.6.3.30)	Pseudomonas fluorescens	650
A0A1Y6A8D9_9BACI	EC:3.6.3.31	Spermidine/putrescine import ATP-binding protein PotA (EC 3.6.3.31)	Bacillus mobilis	650
C0QEL5_DESAH	EC:3.6.3.31	ABC-type transporter, ATP-binding protein (EC 3.6.3.31)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
G4CUA7_9ACTN	EC:3.6.3.32	Glycine betaine/L-proline ABC superfamily ATP binding cassette transporter, ABC protein (EC 3.6.3.32)	Cutibacterium avidum ATCC 25577	250
Q315C2_OLEA2	EC:3.6.3.32	Glycine betaine/L-proline ABC transporter, ATPase subunit (EC 3.6.3.32)	Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20) (Desulfovibrio alaskensis)	150
F0Q845_PARA1	EC:3.6.3.34	Iron-chelate-transporting ATPase (EC 3.6.3.34)	Paracidovorax avenae (strain ATCC 19860 / DSM 7227 / CCUG 15838 / JCM 20985 / LMG 2117 / NCPPB 1011) (Acidovorax avenae)	150
A0A1J9YK72_9BACI	EC:3.6.3.34	ATP-binding cassette domain-containing protein (Iron(3+)-hydroxamate import ATP-binding protein FhuC (EC 3.6.3.34))	Bacillus pacificus	650
G4CVG4_9ACTN	EC:3.6.3.34	Iron ABC superfamily ATP binding cassette transporter, ABC protein (EC 3.6.3.34)	Cutibacterium avidum ATCC 25577	250
C0Q8W6_DESAH	EC:3.6.3.34	ABC-type transporter, ATP-binding protein (EC 3.6.3.34)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0AAU8PP02_DESK7	EC:3.6.3.34	Iron-chelate-transporting ATPase (EC 3.6.3.34)	Desulfofundulus kuznetsovii (strain DSM 6115 / VKM B-1805 / 17) (Desulfotomaculum kuznetsovii)	150
Q30WP7_OLEA2	EC:3.6.3.34	Iron-chelate-transporting ATPase (EC 3.6.3.34)	Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20) (Desulfovibrio alaskensis)	150
D8J0U8_HERSS	EC:3.6.3.34	TonB-dependent siderophore receptor protein (EC 3.6.3.30, EC 3.6.3.34)	Herbaspirillum seropedicae (strain SmR1)	250
I7GDQ7_MYCS2	EC:3.6.3.34	Iron ABC transporter, ATP-binding protein (EC 3.6.3.34)	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	150
A0A223PGP4_9BURK	EC:3.6.3.36	Taurine transporter ATP-binding subunit (EC 3.6.3.36)	Herbaspirillum sp. meg3	250
A0AAV3E516_CUTAC	EC:3.6.3.4	Copper-exporting ATPase (EC 3.6.3.4)	Cutibacterium acnes HL043PA1	250
C0Q9Q0_DESAH	EC:3.6.3.4	ZntA (EC 3.6.3.4)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
D8IVE4_HERSS	EC:3.6.3.4	Cation transport P-type ATPase protein (EC 3.6.3.4)	Herbaspirillum seropedicae (strain SmR1)	250
A0A1A8XK49_9RHOO	EC:3.6.3.4	Copper-transporting P-type ATPase (EC 3.6.3.4)	Candidatus Propionivibrio aalborgensis	150
A0A024H975_9MICC	EC:3.6.3.4	Copper-translocating P-type ATPase (EC 3.6.3.4)	Pseudarthrobacter siccitolerans	650
A0AB36FQP4_ALTMA	EC:3.6.3.4	Copper-translocating P-type ATPase (EC 3.6.3.4)	Alteromonas macleodii (Pseudoalteromonas macleodii)	150
Q311X1_OLEA2	EC:3.6.3.41	Heme-transporting ATPase (EC 3.6.3.41)	Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20) (Desulfovibrio alaskensis)	150
A0A0Q0JR04_9GAMM	EC:3.6.3.41	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 3.6.3.41)	Pseudoalteromonas sp. P1-26	250
A0A5E6V094_PSEFL	EC:3.6.3.41	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 3.6.3.41)	Pseudomonas fluorescens	650
G4NUS1_BACS4	EC:3.6.3.44	YheI (EC 3.6.3.44)	Bacillus spizizenii (strain DSM 15029 / JCM 12233 / NBRC 101239 / NRRL B-23049 / TU-B-10) (Bacillus subtilis subsp. spizizenii)	250
A0A1V4SLY1_RUMHU	EC:3.6.3.5	Cadmium, zinc and cobalt-transporting ATPase (EC 3.6.3.3, EC 3.6.3.5)	Ruminiclostridium hungatei (Clostridium hungatei)	150
A0A239WES0_9ACTN	EC:3.6.3.5	Zinc-transporting ATPase (EC 3.6.3.5)	Cutibacterium granulosum	650
A0A2U3K2P3_9FIRM	EC:3.6.3.5	Zinc-transporting ATPase (EC 3.6.3.5)	Candidatus Desulfosporosinus infrequens	150
D8IQ71_HERSS	EC:3.6.3.5	Metal-transporting P-type ATPase transmembrane protein (EC 3.6.3.5)	Herbaspirillum seropedicae (strain SmR1)	250
A0A445MRM5_9BACT	EC:3.6.3.54	Copper-exporting P-type ATPase A (EC 3.6.3.54)	uncultured Desulfobacterium sp	150
A0A445MUB4_9BACT	EC:3.6.3.8	Calcium-transporting ATPase (EC 3.6.3.8)	uncultured Desulfobacterium sp	150
D5EUH8_XYLR2	EC:3.6.3.8	Calcium-translocating P-type ATPase, PMCA-type (EC 3.6.3.8)	Xylanibacter ruminicola (strain ATCC 19189 / DSM 19721 / CIP 105475 / JCM 8958 / 23) (Prevotella ruminicola)	150
A0AB35XKK0_9ACTN	EC:3.6.4.12	DNA helicase PcrA (EC 3.6.4.12)	Cutibacterium avidum	650
A0AAE4GB32_9BURK	EC:3.6.4.12	ATP-dependent DNA helicase (EC 3.6.4.12)	Herbaspirillum huttiense NC40101	250
A0AAW9DR48_ACIAO	EC:3.6.4.12	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	Acidiphilium acidophilum (Thiobacillus acidophilus)	150
A0A0N1L0W6_9PROT	EC:3.6.4.13	ATP-dependent RNA helicase RhlE (EC 3.6.4.13)	beta proteobacterium AAP65	150
A0AB39KS24_9CAUL	EC:3.6.4.13	ATP-dependent helicase HrpB (EC 3.6.4.13)	Caulobacter sp. 73W	250
U1FE28_9ACTN	EC:3.6.4.13	RNA helicase (EC 3.6.4.13)	Cutibacterium granulosum DSM 20700	250
A0A445MQY4_9BACT	EC:3.6.4.13	ATP-dependent RNA helicase RhlE (EC 3.6.4.13)	uncultured Desulfobacterium sp	150
J3D811_9BURK	EC:3.6.4.13	ATP-dependent RNA helicase DeaD (EC 3.6.4.13) (Cold-shock DEAD box protein A)	Herbaspirillum sp. CF444	250
A0A4Y6R4T0_9MICC	EC:3.6.4.13	ATP-dependent RNA helicase DeaD (EC 3.6.4.13) (Cold-shock DEAD box protein A)	Pseudarthrobacter sp. NIBRBAC000502772	250
Q3SI47_THIDA	EC:3.6.4.13	ATP-dependent RNA helicase RhlE (EC 3.6.4.13)	Thiobacillus denitrificans (strain ATCC 25259 / T1)	250
A0AAU8PEU5_DESK7	EC:3.6.4.6	Vesicle-fusing ATPase (EC 3.6.4.6)	Desulfofundulus kuznetsovii (strain DSM 6115 / VKM B-1805 / 17) (Desulfotomaculum kuznetsovii)	150
J7IVE2_DESMD	EC:3.7.1.12	Cobalamin biosynthesis protein CbiG (EC 3.7.1.12)	Desulfosporosinus meridiei (strain ATCC BAA-275 / DSM 13257 / KCTC 12902 / NCIMB 13706 / S10)	250
A0A839VME2_9BURK	EC:3.7.1.12	Cobalt-precorrin 5A hydrolase (EC 3.7.1.12)	Herbaspirillum sp. Sphag64	250
A0A0N1ACA6_9PROT	EC:3.7.1.2	fumarylacetoacetase (EC 3.7.1.2)	beta proteobacterium AAP65	150
A0A7Y6D072_9BURK	EC:3.7.1.2	fumarylacetoacetase (EC 3.7.1.2)	Herbaspirillum sp. C9C3	250
A0A7W8KQE6_9BURK	EC:3.7.1.20	Fumarylpyruvate hydrolase (EC 3.7.1.20)	Herbaspirillum sp. SJZ102	250
A0A1A8XWX7_9RHOO	EC:3.7.1.20	Fumarylpyruvate hydrolase (EC 3.7.1.20)	Candidatus Propionivibrio aalborgensis	150
A0AB35XMI0_9ACTN	EC:3.7.1.22	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (Decyclizing) (EC 3.7.1.22)	Cutibacterium avidum	650
A0A5C4IRM7_9MICC	EC:3.7.1.22	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (Decyclizing) (EC 3.7.1.22)	Pseudarthrobacter sp. NamE5	250
A0A5R8WE09_9MICC	EC:3.7.1.3	Kynureninase (EC 3.7.1.3)	Pseudarthrobacter sp. NamE2	250
A0AAW8NBM1_PSEOX	EC:3.7.1.5	Acylpyruvate hydrolase (EC 3.7.1.5)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
A0A0G8F5X5_BACCE	EC:3.8.1.2	2-haloalkanoic acid dehalogenase (EC 3.8.1.2)	Bacillus cereus	650
M1RVN0_9PROT	EC:3.8.1.2	(S)-2-haloacid dehalogenase (EC 3.8.1.2) (2-haloalkanoic acid dehalogenase) (Halocarboxylic acid halidohydrolase) (L-2-haloacid dehalogenase)	beta proteobacterium CB	150
D8J1M5_HERSS	EC:3.8.1.2	HAD superfamily haloalkanoic acid dehalogenase protein (EC 3.8.1.2)	Herbaspirillum seropedicae (strain SmR1)	250
A0AAW8NHG3_PSEOX	EC:3.8.1.2	2-haloacid dehalogenase (EC 3.8.1.2)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
C0QEV2_DESAH	EC:3.8.1.5	DhaA (EC 3.8.1.5)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A7Y5XZD0_9BURK	EC:4.1.1.11	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	Herbaspirillum sp. C9C3	250
D5VLL7_CAUST	EC:4.1.1.11	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	Caulobacter segnis (strain ATCC 21756 / DSM 7131 / JCM 7823 / NBRC 15250 / LMG 17158 / TK0059) (Mycoplana segnis)	150
A0A5C4IPZ2_9MICC	EC:4.1.1.11	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	Pseudarthrobacter sp. NamE5	250
C0QAM8_DESAH	EC:4.1.1.15	Pyridoxal-dependent decarboxylase family protein (EC 4.1.1.15)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
C0QL45_DESAH	EC:4.1.1.17	Decarboxylase family protein (EC 4.1.1.17)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
B6BUF1_9PROT	EC:4.1.1.19	Arginine decarboxylase (EC 4.1.1.19)	beta proteobacterium KB13	150
A0A839VHK6_9BURK	EC:4.1.1.19	Arginine decarboxylase (EC 4.1.1.19)	Herbaspirillum sp. Sphag64	250
A0A1C2IN83_ACITH	EC:4.1.1.19	Biosynthetic arginine decarboxylase (ADC) (EC 4.1.1.19)	Acidithiobacillus thiooxidans (Thiobacillus thiooxidans)	150
M1RQD0_9PROT	EC:4.1.1.20	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	beta proteobacterium CB	150
Q6A8A9_CUTAK	EC:4.1.1.20	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	250
C0QL89_DESAH	EC:4.1.1.20	LysA3 (EC 4.1.1.20)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0AAE4GE56_9BURK	EC:4.1.1.20	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	Herbaspirillum huttiense NC40101	250
A0A7K1NR58_9MICC	EC:4.1.1.20	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	Pseudarthrobacter sp. GA104	250
A0A7V7GQX8_ENTFC	EC:4.1.1.20	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	Enterococcus faecium (Streptococcus faecium)	150
M1T112_9PROT	EC:4.1.1.23	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	beta proteobacterium CB	150
A0A8B2VGP8_CUTAC	EC:4.1.1.23	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	Cutibacterium acnes (Propionibacterium acnes)	250
C0Q9T5_DESAH	EC:4.1.1.23	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A6M3ZUM9_9BURK	EC:4.1.1.23	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	Herbaspirillum rubrisubalbicans Os34	250
A0A5C4IVW6_9MICC	EC:4.1.1.23	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	Pseudarthrobacter sp. NamE5	250
B6BTW3_9PROT	EC:4.1.1.3	Oxaloacetate decarboxylase alpha subunit (EC 4.1.1.3)	beta proteobacterium KB13	150
C0QIV2_DESAH	EC:4.1.1.3	OadB1 (EC 4.1.1.3)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
C6BZ22_MARSD	EC:4.1.1.3	Sodium ion-translocating decarboxylase, beta subunit (EC 4.1.1.3)	Maridesulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIMB 8403 / VKM B-1763) (Desulfovibrio salexigens)	150
M1SXB3_9PROT	EC:4.1.1.31	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	beta proteobacterium CB	150
A0AAI9IF51_9BURK	EC:4.1.1.31	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	Herbaspirillum frisingense GSF30	250
A0A5C4IV54_9MICC	EC:4.1.1.31	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	Pseudarthrobacter sp. NamE5	250
CAPP_PSEF5	EC:4.1.1.31	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	250
A0A0N0JMZ3_9PROT	EC:4.1.1.32	Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32) (GTP-dependent phosphoenolpyruvate carboxykinase) (GTP-PEPCK)	beta proteobacterium AAP51	150
J2UBC1_9BURK	EC:4.1.1.32	Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32) (GTP-dependent phosphoenolpyruvate carboxykinase) (GTP-PEPCK)	Herbaspirillum sp. CF444	250
PCKG_MYCLB	EC:4.1.1.32	Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32)	Mycobacterium leprae (strain Br4923)	250
A0A5R8W7H6_9MICC	EC:4.1.1.32	Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32) (GTP-dependent phosphoenolpyruvate carboxykinase) (GTP-PEPCK)	Pseudarthrobacter sp. NamE2	250
C0QJR4_DESAH	EC:4.1.1.35	UDP-glucuronate decarboxylase (EC 4.1.1.35)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
M1SQI7_9PROT	EC:4.1.1.36	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	beta proteobacterium CB	150
A0AAD0QLP9_CUTAC	EC:4.1.1.36	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	Cutibacterium acnes (Propionibacterium acnes)	250
C0QJ40_DESAH	EC:4.1.1.36	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A223P820_9BURK	EC:4.1.1.36	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	Herbaspirillum sp. meg3	250
A0A7G6WL97_9MICC	EC:4.1.1.36	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	Pseudarthrobacter sp. NBSH8	250
M1SS85_9PROT	EC:4.1.1.37	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	beta proteobacterium CB	150
A0A166UKD6_9CLOT	EC:4.1.1.37	Uroporphyrinogen decarboxylase (EC 4.1.1.37)	Clostridium coskatii	650
A0A9X5LVU7_9ACTN	EC:4.1.1.37	Uroporphyrinogen decarboxylase (EC 4.1.1.37)	Cutibacterium granulosum DSM 20700	250
C0Q9G4_DESAH	EC:4.1.1.37	HemE (EC 4.1.1.37)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
J3D2P0_9BURK	EC:4.1.1.37	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	Herbaspirillum sp. CF444	250
A0A7K1NQY6_9MICC	EC:4.1.1.37	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	Pseudarthrobacter sp. GA104	250
A0A7W8KNR4_9BURK	EC:4.1.1.39	Ribulose-bisphosphate carboxylase large chain (EC 4.1.1.39)	Herbaspirillum sp. SJZ102	250
C0QBB0_DESAH	EC:4.1.1.44	PcaC (EC 4.1.1.44)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
D8IQ86_HERSS	EC:4.1.1.44	4-carboxymuconolactone decarboxylase domain protein (EC 4.1.1.44)	Herbaspirillum seropedicae (strain SmR1)	250
A0A3B0FMU5_PSEPS	EC:4.1.1.44	4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	Pseudarthrobacter phenanthrenivorans (Arthrobacter phenanthrenivorans)	250
A0A0N1ARV6_9PROT	EC:4.1.1.47	Glyoxylate carboligase (EC 4.1.1.47)	beta proteobacterium AAP51	150
A0A7X2ICK9_9BURK	EC:4.1.1.47	Glyoxylate carboligase (EC 4.1.1.47)	Herbaspirillum sp. CAH-3	250
A0A7G6WPE4_9MICC	EC:4.1.1.47	Glyoxylate carboligase (EC 4.1.1.47)	Pseudarthrobacter sp. NBSH8	250
E0XSU1_9PROT	EC:4.1.1.48	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	uncultured beta proteobacterium HF0130_04F21	150
A0AB35XIC1_9ACTN	EC:4.1.1.48	Indole-3-glycerol phosphate synthase TrpC (EC 4.1.1.48)	Cutibacterium avidum	650
E1YD93_9BACT	EC:4.1.1.48	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	uncultured Desulfobacterium sp	150
A0A223P6Z4_9BURK	EC:4.1.1.48	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	Herbaspirillum sp. meg3	250
A0A7G6WK36_9MICC	EC:4.1.1.48	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	Pseudarthrobacter sp. NBSH8	250
A0A445MU73_9BACT	EC:4.1.1.50	S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50)	uncultured Desulfobacterium sp	150
A0A0N1AAD1_9PROT	EC:4.1.1.65	phosphatidylserine decarboxylase (EC 4.1.1.65)	beta proteobacterium AAP65	150
C0QFB6_DESAH	EC:4.1.1.65	PsdD (EC 4.1.1.65)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A839VHK9_9BURK	EC:4.1.1.65	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	Herbaspirillum sp. Sphag64	250
PSD_STUS1	EC:4.1.1.65	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	Stutzerimonas stutzeri (strain A1501) (Pseudomonas stutzeri)	150
D8J1P6_HERSS	EC:4.1.1.7	Benzoylformate decarboxylase protein (EC 4.1.1.7)	Herbaspirillum seropedicae (strain SmR1)	250
Q30YW8_OLEA2	EC:4.1.1.74	Indolepyruvate/phenylpyruvate decarboxylase (EC 4.1.1.74)	Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20) (Desulfovibrio alaskensis)	150
A0A445N2F9_9BACT	EC:4.1.1.81	threonine-phosphate decarboxylase (EC 4.1.1.81) (L-threonine-O-3-phosphate decarboxylase)	uncultured Desulfobacterium sp	150
A0A7W8KU84_9BURK	EC:4.1.1.87	Malonate decarboxylase beta subunit (EC 4.1.1.87)	Herbaspirillum sp. SJZ102	250
A0A5C4IQ54_9MICC	EC:4.1.1.97	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (EC 4.1.1.97)	Pseudarthrobacter sp. NamE5	250
